Time,Username,Location,Tweet Content
2019-11-06 20:13:37,Skippah,Phoenix  AZ,RT @svdate: Pam Bondi was the attorney general of Florida who dropped an investigation into Trump University   Bondi s political committee also accepted an illegal  25 000 contribution from Trump s  charity     t co jymH8fyJ6l
2019-11-06 20:13:35, ,she her   l k m,RT @misayeon: TWICE are doing a  TWICE University  x Rugby Team concept for their 2020 Korean Season Greetings wow this is brand new for them       t co O9cG7pqbX3
2019-11-06 20:13:35,                        ,en jupiter ,RT @misayeon: TWICE are doing a  TWICE University  x Rugby Team concept for their 2020 Korean Season Greetings wow this is brand new for them       t co O9cG7pqbX3
2019-11-06 20:13:35,Billy Selvia,Swartz Creek,RT @concordiawbb: The home stand continues with an in state foe  Spring Arbor  See you soon  Cardinal Crazies       Wednesday  November 6th     6:00pm Tip     Ann Arbor  MI     Spring Arbor University       t co EQAv40L0ga   t co baioNdXECp
2019-11-06 20:13:34,PluGGedIn,,Tomorrow   As tigers in the Land of Golden Sunshine  we bleed the same blue  Join Mr   amp  Miss Tennessee State University inHale Hall at 6pm on Thursday  November 7 to bond with your BIG BLUE FAMILY  We promise you ll leave feeling closer to your peers and more confident     t co 9D7cObxDLC
2019-11-06 20:13:34,Nom DePlume,,RT @44mmvvpp: Apparently Alabama doesn t believe their students  have the right to protest Trump       the Student Government Association at the University of Alabama is warning groups that protest Trump during Saturday s game  could lose their reserved seating for the rest of the season  
2019-11-06 20:13:34,pdlair,Alabama,RT @MollyJongFast: You ll remember Pam Bondi as trumps favorite Ag who decided not to prosecute the trump university case after receiving a generous donation to her re election campaign   t co jII66HDy2z
2019-11-06 20:13:34,Eileen Hamer,,RT @MollyJongFast: You ll remember Pam Bondi as trumps favorite Ag who decided not to prosecute the trump university case after receiving a generous donation to her re election campaign   t co jII66HDy2z
2019-11-06 20:13:33,Brenda Lee,,RT @CREWcrew: As Attorney General of Florida  Pam Bondi s office received at least 22 complaints regarding Trump University  The New York AG s office filed suit against Trump and Trump U  Bondi s office told local press that they were  reviewing the allegations  in the New York suit  2 
2019-11-06 20:13:32,GARBA DANZEE,   ,RT @OmasoroO: This Queen Monifa Phillips has become the first black woman to earn a Ph D  in Physics at the University of Glasgow in its 568 yr history    t co CTkNCrRJep
2019-11-06 20:13:32,Serhat,The Netherlands,RT @aptlmetin: Mahir Mete Kul  a 21 y o university student  drowned as a result of boat capsized while he was trying to cross from Meri  to Greece   They threw him in prison  preferred this way when it was forbidden to go abroad  his mom said   EgeVeMeri te Yitirdiklerimiz @cnnbrk  @hrw @AFP   t co j5eGuaOmWY
2019-11-06 20:13:32,RobertHorvitz,,RT @UMiamiHealth: We are proud to announce that we are going to open a new medical center in Downtown Doral  The new center  scheduled to open in 2022  will be able to see more than 200 patients a day and will bring more than 70 news jobs to the area  Read more:    t co MKfNtCA4gy   t co s3aRUWVH98
2019-11-06 20:13:32,     ,Lebanon ,RT @psygh: Lebanese University medical residents at private  amp  public hospitals have been told that they will be receiving a salary cut of up to 50  because of the current situation as many patients have not been showing up and insurance payments have been not going through via banks etc 
2019-11-06 20:13:31,hoseqki,,RT @LavishSims:  The Sims 4 Discover University GIVEAWAY     Enter Below   MUST be a SUBSCRIBER to My YT:   t co d19XNtTTX6 Follow Me on Twitter:  @LavishSims  Follow Me On Instagram:   t co BjIQiT8m4w Enter Using Gleam:   t co nnOb7fYkur Fav  amp  Retweet This Tweet 
2019-11-06 20:13:31,Anele,      ,RT @WevolverApp: From the Biorobotics Lab at Carnegie Mellon University  a snake robot  Snakebot  demonstrates how it can climb a tree and look around     Project by: CMU Robotics     t co nkg9xLsaAt
2019-11-06 20:13:30,sona    Kituan      ,PERAYA WORLD  India ,RT @AspNbc: Full Translation: How to flirt your crush and get them as your fan     it explains why S saw K playing drum  left the university at late night  and Krist met you coincidentally before head hazer contest  right       I use  them  coz there is no gender in the word   2 3    t co WlaQEPM0M0
2019-11-06 20:13:30, B              TeamPelosi  G     O  ,,RT @LoveEminem00:  WOW  CENSORSHIP  MUCH  FREE SPEECH BE DAMNED    The TAXPAYER FUNDED University of Alabama SGA warns students: Protest Trump during the LSU game  where he will be in the audience  and risk losing your reserved seating       OneVoice1   t co 7XDjxBB5cZ
2019-11-06 20:13:30,Christopher Campbell,Herefordshire,RT @liamyoung: Nottingham University Hospital becomes the first to declare winter crisis  Over the period of this general election we will see more and more hospitals buckle under the strain of Tory cuts and backdoor privatisation  Our NHS can t afford another 5 years of the Tories 
2019-11-06 20:13:30,           ,Dallas  TX,RT @Devunte : Blessed to receive an offer from the University of Akron  @JuCoFootballACE @CoachZoneEyes   t co lRNuFHyvNb
2019-11-06 20:13:29,Lauzoo,Auburn WA,RT @travisakers: The University of Alabama  a public school  is threatening potential protestors of Trump   President Trump is attending the Alabama LSU football game   After being booed at the previous two sporting events he attended  the Alabama SGA is fearful that Trump will be booed again    t co QCKQg6R7sF
2019-11-06 20:13:29,Linda,UK,RT @Billbrowder: Humbled and honored to be one of the recipients of the University of Chicago s 2019 Professional Achievement Award for my work on holding dictators to account through the Magnitsky Act     t co GscQeo4BX2
2019-11-06 20:13:28,Hype Gbedu ,lagos,@hadeexah hmb @mis bahu didn t understand what it meant to have one i had a carryover free university program
2019-11-06 20:13:28,Black Student Union,New Orleans  LA,Happy Loyola Black Student Union Day  Thank you to the BSU family members that came dressed in all black  the melanin was POPPIN   Much love    @ Loyola University New Orleans   t co 4rj6Us79Jn
2019-11-06 20:13:28,Chi Sports Therapy,Chichester West Sussex,RT @chiuni:     Next week is Green Week for the University of Chichester   There are a variety of events for students and staff on how to be more green    We are so proud to be the 4th most environmentally friendly uni in the UK   What s on    t co 0ZzGwhAXfT  chiuni  greenweek   t co ZtFWVs0beW
2019-11-06 20:13:28,Niki,,RT @MollyJongFast: You ll remember Pam Bondi as trumps favorite Ag who decided not to prosecute the trump university case after receiving a generous donation to her re election campaign   t co jII66HDy2z
2019-11-06 20:13:28,Rush University,Chicago,Another insightful TEDxRushU is complete  A special thanks goes out to the Rush University student organizers and presenters for making this event a success   TEDxRushU @tedxrushu   t co SiLwxfhQ01
2019-11-06 20:13:28,A Flock of Beagulls,Toronto,RT @Katja Thieme: Ah  yes  the University of Alabama    Where also this happened:     t co HgEG7ghls8   t co R8dn1B2621
2019-11-06 20:13:27,A E  Pendell,Sector ZZ9 Plural Z Alpha,RT @OrwellNGoode: It s not ok according to the university   t co OWGRrQEAGr
2019-11-06 20:13:26,thac0 salad  ,,RT @MollyJongFast: You ll remember Pam Bondi as trumps favorite Ag who decided not to prosecute the trump university case after receiving a generous donation to her re election campaign   t co jII66HDy2z
2019-11-06 20:13:26,   Carrie Sweet   ,Michigan  USA,@JTRJules @HoarseWisperer Can a state university game be considered a private event 
2019-11-06 20:13:26,Danielle Reed,New York City,RT @MollyJongFast: You ll remember Pam Bondi as trumps favorite Ag who decided not to prosecute the trump university case after receiving a generous donation to her re election campaign   t co jII66HDy2z
2019-11-06 20:13:25,Saturn ,Grosse Ile  MI,Sims 4 is coming out with university and I ve never been so excited for a video game
2019-11-06 20:13:25,YDSA of OU  ,Occupied Ojibwe Land,In just a few hours we will be hosting our  MedicareForAll townhall in partnership with @detroitdsa and featuring @AbdulElSayed as well as other healthcare advocates if you re in the area of Oakland University we invite YOU to come join us in this conversation   ThisIsOU
2019-11-06 20:13:24,Jane Phoenix,,RT @MollyJongFast: You ll remember Pam Bondi as trumps favorite Ag who decided not to prosecute the trump university case after receiving a generous donation to her re election campaign   t co jII66HDy2z
2019-11-06 20:13:24,Dixon,,@aldotcom This liberal political correctness on university campuses is getting out of control   
2019-11-06 20:13:24,Kody Cook,From Louisburg to Manhattan KS,RT @J Dav1ss: Blessed to receive a Offer Elon University     Elonhome   t co SVqOP0EzCC
2019-11-06 20:13:24,Dave Hunter,Lynn  MA,RT @MollyJongFast: You ll remember Pam Bondi as trumps favorite Ag who decided not to prosecute the trump university case after receiving a generous donation to her re election campaign   t co jII66HDy2z
2019-11-06 20:13:24,ogug,Everywhere and nowhere,RT @HonorAfricans: Monifa Phillips becomes the first black woman to earn a Ph D  in Physics at the University of Glasgow in its 568 yr history  She shattered the glass ceiling on June 24 by becoming the first black woman to graduate with a Ph D  in Physics from the University    t co zzDFSgDIve
2019-11-06 20:13:23,Hasib N,,Boston   This Friday   Khutbah   Harvard University  Saturday   6 pm   Remembering the Beloved Harvard University Mawlid  Sunday   6 pm   Seerah Conference: Sharon ICNE  IA see you all this weekend
2019-11-06 20:13:23,Nomvelo Gumede,Bloemfontein  South Africa,RT @ AfricanSoil: The ONLY two Universities built post 1994 under President J G Zuma   Mpumalanga University   Sol Plaatje  Northern Cape    This after teaching and nursing colleges were shutdown under the Mbeki Administration   This is what  9 wasted years  looks like    Msholozi     t co 6WM0mSKr1e
2019-11-06 20:13:23,The Handsome Gentleman,Houston  TX,RT @ashleyteeisme:  Let perseverance finish its work so that you may be mature and complete  not lacking anything    James 1:4  38 days until I graduate from THE Texas Southern University     t co 5Qc1MLrDP6
2019-11-06 20:13:23,Nomusa Mokgadi Maeko,,RT @ AfricanSoil: The ONLY two Universities built post 1994 under President J G Zuma   Mpumalanga University   Sol Plaatje  Northern Cape    This after teaching and nursing colleges were shutdown under the Mbeki Administration   This is what  9 wasted years  looks like    Msholozi     t co 6WM0mSKr1e
2019-11-06 20:13:22,Sanduka,United States,RT @Monaheart1229: Well  whaddya know: Ohio lawmaker is seeking to compel GOP Rep  Jim Jordan to testify under oath about whether he was aware that the wrestlers he coached at Ohio State University were being sexually abused by the team doctor   TuesdayThoughts   t co vS15fLAFko
2019-11-06 20:13:22,Jayne Anderson,East Yorkshire,RT @BRRichardson1: Had a great first day in the Simulation Lab yesterday with the Year 2 Physiotherapy Students from York St John University at York Hospital @VMulvanaTuohy @frances90690678 @YSJPhysio @YorkTeachingNHS @YthftA   t co D0WEKvphCK
2019-11-06 20:13:22,Dr Meryl Kenny,Edinburgh  Scotland,RT @OliverEscobar: While pondering over what you re going to do about the  UCUstrike remember pensions  yes  and pay equality  of course  but also every frustration over the years with the casualisation  amp  precariousness of university work  the instability and uncertainty for so many colleagues  1    t co iwjwSDnifD
2019-11-06 20:13:22,Deep State Seahawk,,RT @MattOrtega: Most of the administration is led by former lobbyists  Was that really the issue   Or that she was paid a  25 000 bribe to stop investigating Trump University    t co ZFFupU6STd
2019-11-06 20:13:22,CJ Barnes,South Carolina  USA,RT @tysonplayer: Had a GREAT DAY at Campbell University today   Huge thanks to the Coaching Staff  amp  My Family for making this all possible        RIPUnc  Statboyz          t co MqWjATAv42
2019-11-06 20:13:22,The Parallax View,United States,RT @skepticalbrotha: This is for University of San Francisco Law Professor Lara Bazelon  who always has smoke for Kamala Harris and none for Amy Klobuchar  She is always down to smear Kamala and shade her accomplishments from her perch at a law school where a majority of students fail the bar exam    t co x318Ctm8Oe
2019-11-06 20:13:21,Molly,Canisius College,@duke university get a haircut adam it s out of control   t co Anz1MEXxk2
2019-11-06 20:13:20,Eric Wenzler,Chicago    IL,RT @davidvanduin: We are looking for an additional immunocompromised host ID faculty member for our growing group at University of North Carolina at Chapel Hill  Opportunities for clinical care  transplant ID stewardship  research  education  etc   please RT   t co zW3rm9XoPT
