Title,Author,Time,News Content
Beloved drama Packed to the Rafters set for a reboot,By Marta Jary For Daily Mail Australia,2019-11-01T08:34:49Z,"Packed to the Rafters is set to return to screens, a new report claims."
"What you need to know about Jo-Ann Roberts, the Green Party's interim leader - CTV News",CTVNews.ca writer,2019-11-04T23:54:00Z,"What you need to know about Jo-Ann Roberts, the Green Party's interim leader CTV News Elizabeth May steps down as leader of Green Party Global News Elizabeth May resigns as Green Party leader after 13 years, plans to remain MP The Globe and Mail Elizabeth May…"
Halifax cathedral restoring murals covered in paint since 1950s,Amy Smith,2019-11-06T11:45:50Z,"It's unclear why the murals were covered with white paint in the 1950s, but the art conservator working on the restoration says Saint Mary's Cathedral Basilica sustained quite a bit of damage during the Halifax Explosion in 1917. She hopes to have the work fi…"
Green Party's new interim leader focused on prepping for the next election,Emma Smith,2019-11-04T22:58:26Z,Jo-Ann Roberts of Halifax says she'll focus on preparing the party for the next federal election after Elizabeth May announced Monday that she's stepping down.
Elizabeth May steps down as Green party leader,The Canadian Press,2019-11-04T18:05:20Z,Elizabeth May announced Monday she is stepping down as the leader of Canada's Green party.
Audax Private Equity sells AAMP to Halifax Group,Luisa Beltran,2019-11-06T12:28:14Z,"Halifax Group said Nov. 6 that it invested in AAMP Holdings Inc. Audax Private Equity is the seller. Financial terms weren’t announced. AAMP, Clearwater, Florida, designs and distributes a suite of technology products for the automotive aftermarket."
Sexual assault trial opens in Halifax for former associate pastor,Blair Rhodes,2019-11-04T21:48:13Z,"A trial opened Monday for a former associate pastor of a church in Hammonds Plains, N.S., who's accused of sexual assault and sexual touching by someone in a position of trust and authority. The alleged offences took place in 2008 when the complainant was 17."
"The majority of Nova Scotia schools have never tested for lead. In those that have, we found alarming results","Robert Cribb - Investigative Reporter,Zane Woodford - Star Halifax,Lyndsay Armstrong - University of King’s College",2019-11-06T10:00:00Z,"The findings — part of a national collaborative investigation by media outlets and universities across Canada, including Star Halifax — show it’s impossible to know the scope of the problem across Nova Scotia thanks to an inconsistent lead testing regime in s…"
Man charged with murder of mum-of-two during night out,mirrornews@mirror.co.uk (Joseph Wilkes),2019-11-04T20:27:33Z,Lloyd Birkby will appear before Bradford Magistrates Court on Tuesday morning over the murder of Levi Ogden in Halifax
"Evacuation order, state of emergency lifted at site of Halifax crane collapse",CBC News,2019-11-04T20:43:41Z,"The provincial government is lifting the localized state of emergency in downtown Halifax imposed following a crane collapse in September, and people evacuated from homes and businesses in the area are now allowed to return."
Why It Took so Many Huge Bombs to Sink This Nazi Battleship,Warfare History Network,2019-11-05T12:45:00Z,"Warfare History Network History, Europe Meet Operation Catechism. Key Point: In 1944, London ordered a special mission to take out the heavily-armored Nazi battleship Tirpitz. April 1, 1939, was a red-letter day in the history of the reborn German Kriegsmarin…"
Is Blue Bloods Off Netflix? How to Stream the CBS Drama Starring Tom Selleck,Tufayel Ahmed,2019-11-05T11:47:15Z,The hit police procedural drama is among this month's Netflix departures.
"'Young mother', 26, dies after being assaulted in the street during night out in Halifax",By Joe Middleton For Mailonline,2019-11-03T20:46:49Z,"Detectives say the 26-year-old victim, who has been named locally as Levi Ogden, lost consciousness ""following an altercation"" in Halifax, West Yorkshire."
"Woman, 26, dies after town centre altercation as man arrested on suspicion of murder",mirrornews@mirror.co.uk (Mark Branagan),2019-11-03T17:50:01Z,"The victim was found lying in a town centre street in Halifax, West Yorkshire, in the early hours of this morning"
Regulator dismisses water meter complaints from mobile home owners,Sherri Borden Colley,2019-11-01T09:00:00Z,Nova Scotia's Utility and Review Board says it does not have jurisdiction to hear a complaint that the the owner of four mobile parks is forcing residents to install costly water meters before they can sell their homes. The complaint was filed by three Halifa…
Accused in Halifax prisoner death testifies he didn't do required checks,Shaina Luck,2019-11-05T19:54:59Z,A Halifax Regional Police booking officer accused of criminal negligence in caring for a man who died while in custody took the stand Tuesday in his own defence. Dan Fraser said a lack of staffing in the booking area made it impossible to check and rouse into…
Virginia Tech coach Mike Young shaped by his Radford roots - Roanoke Times,Mark Berman mark.berman@roanoke.com 981-3125,2019-11-03T18:15:00Z,"""I can't imagine a more idyllic place for a young person to grow up than this area, in Radford,"" Tech's new men's basketball coach said."
"Partner, 26, appears in court accused of murdering 26-year-old mother-of-two",By Rory Tingle For Mailonline,2019-11-05T13:52:39Z,"Lloyd Birkby, 26, spoke only to confirm his name, age, address as he appeared in the dock at Bradford Magistrates' Court charged with murdering Levi Ogden."
Booze is back at Dalhousie University's student-run bars,CBC News,2019-11-01T23:47:07Z,The two bars run by the Dalhousie Student Union are once again allowed to serve alcohol after two weeks of negotiations smoothed out a dispute between the union and Dalhousie University.
Economic growth expected for all four Atlantic provinces in coming year,The Canadian Press,2019-11-04T16:06:59Z,"HALIFAX - Despite growing unease about a possible global recession, a new study says the economic outlook for the Atlantic provinces remains positive for next year."
Jetzt musst du springen,Patrick Bahners,2019-11-01T16:55:01Z,Ein riskantes Spiel mit der Stabilität: Der Potsdamer Historiker Dominik Geppert erklärt Boris Johnson aus der englischen Tradition der Politikgeschichte.
Canada’s official endorsement of this Unicorn Poutine has citizens revolting,Lindsay William-Ross,2019-11-05T20:20:06Z,"When the official Twitter account for the country endorses something out of Toronto called Unicorn Poutine, well, that's just gross, eh?!"
Herzogin Meghan: Britische Abgeordnete stehen ihr bei,Julia Seiffert,2019-11-01T11:07:07Z,"Herzogin Meghan bekommt nach ihrem Geständnis, unter dem Druck der Medien zu leiden, Zuspruch aus den Reihen der Regierung. Darüber hat sich Meghan so gefreut, dass sie die Initiatorin des Briefes mit einem Anruf überraschte."
More than half of Nova Scotians on wells are at risk of having lead in their water,"Zane Woodford - Star Halifax,Lyndsay Armstrong - University of King’s College,Megan O’Toole,Elizabeth McSheffrey - Global News",2019-11-04T10:00:00Z,"About 440,000 Nova Scotians — nearly half the province’s residents — draw tap water from a well."
The Halifax Group Invests in AAMP Holdings,,2019-11-06T12:00:00Z,"WASHINGTON, Nov. 6, 2019 /PRNewswire/ -- The Halifax Group (""Halifax"") announced today it has completed an investment in AAMP Holdings, Inc. (""AAMP"" or the ""Company""), a global manufacturer of vehicle aftermarket and OEM technology, and former portfolio compa…"
Titles Leaving Netflix in December 2019,Kasey Moore,2019-11-02T16:58:38Z,It’s time to walk you through all the movies and TV series scheduled to leave Netflix throughout December 2019. Two major Disney titles are scheduled to leave including Star Wars Episode 8 and Thor: Ragnarok....
"Halifax 'murder': First picture of mum, 26, who died after 'altercation' in town centre",mirrornews@mirror.co.uk (Neil Murphy),2019-11-03T22:34:42Z,"Tributes have flooded in for the victim, named locally as Levi Ogden, who died in Halifax, West Yorkshire, in the early hours of Sunday morning"
Young mother-of-two posts haunting photo smiling next to man on night out,By Joe Middleton For Mailonline,2019-11-04T19:28:52Z,"Lloyd Birkby, 26, will appear before Bradford Magistrates Court tomorrow morning charged with the murder of Levi Ogden, 26."
Irving Shipyard's switch to prefab pipes could impact up to 40 local jobs,Preston Mulligan,2019-11-05T00:45:06Z,"Irving Shipbuilding is planning to test a new pilot project that could impact the jobs of up to 40 workers at its Dartmouth, N.S., plant."
Phantoms of First World War honoured at B.C. prison,Jack Knox,2019-11-05T00:16:43Z,"The names of 21 Chinese labourers who died in B.C. on their way to fight in WWI in Europe have been uncovered, and the deceased men have been memorialized."
"""15 euro al giorno per viaggiare in van dall'Argentina all'Alaska"". L'anno sabbatico di Carlo e Serena",Eleonora Giovinazzo,2019-11-04T14:58:25Z,"Carlo Maiorano è un ingegnere ambientale di 31 anni, Serena Parini è un’impiegata commerciale estera di 29 anni. Vivono a Milano e stanno insieme da 5 anni. Prima di comprare casa e mettere su famiglia hanno deciso di fare un’esperienza che gli rimanesse nel …"
The Crown season 3 cast: Who's who from Olivia Colman to Derek Jacobi,mirrornews@mirror.co.uk (Lewis Knight),2019-11-05T11:47:40Z,The Crown season 3 is released this month on Netflix - but who plays who opposite Olivia Colman?
How the Allies Ruthlessly Sent Hitler's U-Boats to the Bottom of the Sea,Warfare History Network,2019-11-01T14:03:00Z,"Warfare History Network History, Europe Good riddance. Key point : This is how the Battle of the Atlantic was won- by systematically taking out ever Nazi submarine. Cut off in mid-transmission, this contact report came from a U.S. Navy patrol bomber operating…"
Canadian gymnast Ellie Black recovering from ankle surgery,CBC Sports,2019-11-01T17:02:14Z,Canadian gymnast Ellie Black says she is recovering from ankle surgery after injuring herself at the world gymnastics championships in October.
"Parts of N.S. coast could see increased flooding risks in 2050, says climate group",Jack Julian,2019-11-06T00:21:16Z,"A non-profit research group says some areas of Nova Scotia's coastline will be more vulnerable than previously thought to increased flooding and higher tides in the future, but a Nova Scotia Community College professor says the projections come with some limi…"
Sexual health centre aims to alleviate 'period poverty' in Cape Breton,Brittany Wentzell,2019-11-04T15:55:24Z,The Cape Breton Centre for Sexual Health is raising money to give away hundreds of sustainable menstrual products to low income people.
Property owners lose west Cork holiday home VAT case,Mary Carolan,2019-11-01T15:22:34Z,Supreme Court finds Baltimore scheme constituted ‘abusive practice’
Mi'kmaq conservation group builds artificial reefs to give sea life a new home,Emma Smith,2019-11-01T01:10:25Z,"This weekend, dozens of hollow concrete blocks that resemble a coral reef will be placed at the bottom of the Northumberland Strait to create habitat for struggling sea life."
Governor General’s Literary Awards: 2019 English-language winners spotlight,Aaron Hutchins,2019-11-05T15:37:07Z,"We spoke with the winners of all seven 2019 English-language Governor General’s Literary Awards. Here’s what they had to say about the honour, and how their work fits in with the Canadian narrative today. The post Governor General’s Literary Awards: 2019 Engl…"
The Halifax Group Invests in AAMP Holdings,,2019-11-06T12:00:00Z,"WASHINGTON, Nov. 6, 2019 /PRNewswire/ -- The Halifax Group (""Halifax"") announced today it has completed an investment in AAMP Holdings, Inc. (""AAMP"" or the ""Company""), a global manufacturer of vehicle aftermarket and OEM technology, and former portfolio compa…"
Property owners lose Cork holiday home tax planning case,Mary Carolan,2019-11-01T15:22:34Z,Supreme Court finds Baltimore scheme constituted ‘abusive practice’
Montreal city councillor steps down as reconciliation advisor after Indigenous identity questioned,Jessica Deer,2019-11-05T18:57:18Z,Marie-Josée Parent said she will no longer hold Montreal’s reconciliation portfolio after genealogical researchers questioned her claim of Mi'kmaq ancestry.
What Nova Scotia can learn from another health authority's troubled IT project,CBC News,2019-11-05T20:16:50Z,"The Nova Scotia Health Authority would do well to learn from mistakes made by a health authority on the other side of the country if it wants to successfully modernize the province's medical records, says health-care consultant Mary Jane Hampton."
Video: Murder investigation launched after mother dies after 'altercation',,2019-11-03T21:38:40Z,A murder investigation has been launched after a young mother died following a town centre 'altercation' during a night out in Halifax.
Verint’s November Events Showcase AI and Automation to Increase Operational Efficiency Across the Enterprise and Leverage Workforce Management in the Cloud | Verint Systems,Verint Systems,2019-11-06T02:47:00Z,"Verint® Systems Inc. (Nasdaq: VRNT), The Customer Engagement Company™, today announced a line-up of events this month that focus on AI, automation and Workforce Management (WFM) technologies and trends that are being infused into the contact center.
Leveragin…"
How we did it: inside the Tainted Water investigation,"Colleen Kimmett - Institute for Investigative Journalism,Michael Wrobel",2019-11-04T20:43:12Z,"More than 120 reporters, editors, students and faculty members took part in a national investigative journalism project of unprecedented scope, pursuing a project proposed to by Robert Cribb, an investigative reporter at the Toronto Star."
Une baleine noire tuée par un équipement de pêche,,2019-11-03T20:37:00Z,Une nécropsie révèle qu'une baleine noire de l'Atlantique Nord retrouvée morte au large des États-Unis en septembre s'était empêtrée dans des équipements de pêche canadiens.
UK Homeownership Still Remains a Tall Order for Many,Editorial Team,2019-11-05T11:11:37Z,"The latest findings from Halifax and YouGov has found that two-thirds (64%) of non-homeowners felt that raising a deposit remains a hurdle, despite initiat"
Why the work of a late N.S. model maker has the Smithsonian's interest,Emma Davie,2019-11-06T10:00:00Z,The work of late Nova Scotian model maker David Coldwell has become of interest to the Smithsonian National Air and Space Museum.
3 Stocks Under $5 That Pay Dividends,Staff Author,2019-11-03T22:20:53Z,"Discover three top dividend stocks trading under $5, the reasoning behind their stable dividends, and their unique positions within their industries."
Elizabeth May resigns leadership of Green Party,"Alastair Sharp, Sean Craig",2019-11-04T18:25:27Z,The longtime leader told reporters that she had promised her daughter to hand over the party after the 2019 campaign.
Travellers are discovering Canada's in-terminal airport hotels,Mark Stachiew,2019-11-01T12:02:00Z,"Once the domain of desperate travellers stranded by weather delays or in need of a quick place to sleep before connecting to another flight, in-terminal airport hotels are upping their game and a lot of people are choosing them for reasons beyond necessity. “…"
"Province keeps sites tested for legionella secret, cites financial impact",Shane Magee,2019-11-01T09:00:00Z,"The New Brunswick government is keeping locations tested for legionella bacteria in Moncton over the summer secret, citing the potential financial impact."
Flushing taps before testing for lead produces misleading results. So why is Toronto telling residents to do it?,"Robert Cribb - Investigative Reporter,Charlie Buckley - Ryerson School of Journalism,Ben Cohen,Declan Keogh,Julie Mutis",2019-11-04T10:00:00Z,"Health Canada recommends that tap water sit for 30 minutes before sampling; in the U.S., the standing time for lead test samples is six hours."
"Asylum seekers left with no heating in rat-infested homes due to 'failing' new Home Office contract, charities warn","May Bulman, May Bulman",2019-11-02T21:16:11Z,"Exclusive: Ministers urged to act as asylum seekers, including single mothers with small babies, living in 'appalling' conditions for weeks on end due to 'drastically increased' waiting times under new contractor"
"A Week In Toronto, ON, On A $330,000 Joint Income","You, written by You",2019-11-06T13:00:39Z,"Welcome to Money Diaries, where we’re tackling what might be the last taboo facing modern working women: money. We’re asking millennials how they spend their hard-earned money during a seven-day period — and we’re tracking every last dollar. Attention, Canadi…"
Nova Scotia premier calls new emissions targets most aggressive in country,Keith Doucette,2019-11-01T00:07:58Z,Nova Scotia's Liberal government has passed legislation setting new emissions targets Premier Stephen McNeil is defending as the most aggressive in the country.
Sam Allardyce Reveals West Ham Missed Out on Signing Jamie Vardy for £1m,90Min,2019-11-06T15:00:01Z,News from around the web.
Remote Nova Scotia lodge that hosted celebrities available to right buyer,Elizabeth McMillan,2019-11-04T10:00:00Z,"A remote century-old former hunting and fishing lodge deep in the woods outside of Kemptville, N.S., is now on the market and the current owner has someone very specific in mind."
"Edwards, Stanley reelected to Senate",By Neil Harvey neil.harvey@roanoke.com 981-3376,2019-11-06T03:10:00Z,"Two longtime Senate incumbents — one Democrat, the other Republican — fended off upstart challenges from independent candidates Tuesday and will retain their seats in the Virginia General Assembly."
Dazzle Camouflage,Anita Mae Draper,2019-11-05T05:30:00Z,"by Anita Mae Draper    HMT Olympic  in dazzle camouflage at Pier 2 in Halifax, Nova Scotia, painted by Arthur Lismer. Public Domain wikiped..."
'It was time': Why Ravens basketball guru Dave Smart stepped back from coaching,"Gord Holder, Postmedia",2019-11-02T10:00:46Z,"Dave, Emily, Theo and Gabe Smart have lived in six places over 7 1/2 months since fire damaged their Ottawa residence, and they’ll wait another few weeks before returning home. “We’ve been lucky. Friends have helped out, and we’ve rented AirBnBs,” Dave says. …"
"Is there lead in your water? Canada-wide investigation exposes chronic, extreme exceedances of toxic metal","Robert Cribb - Investigative Reporter,Declan Keogh - Ryerson School of Journalism,Charles Buckley - Ryerson School of Journalism,Ben Cohen - Ryerson School of Journalism,Julie Mutis",2019-11-04T10:00:00Z,"A year-long investigation by more than 120 journalists from nine universities and 10 media organizations collected 12,000 test results that measure exposure to lead in 11 cities across Canada — 33 per cent exceeded the national safety guideline of 5 parts per…"
Sale of $1 housing lots spells success for New Brunswick village in decline,The Canadian Press,2019-11-05T14:18:17Z,"MCADAM, N.B. — A year after a tiny village in New Brunswick announced it would sell 16 housing lots for one dollar apiece, the mayor says the novel bid to attract newcomers to McAdam has been an unqualified success. “It was a great idea,” Ken Stannix said in …"
Looking to the Future With IDS20/20,Vy Tran,2019-11-06T15:00:53Z,IDS Toronto is going to bring a future-forward vision to its 20th edition of the show in January 2020 with the theme IDS20/20.
"The Ukrainian orphan at the center of an adoption scandal says she's a teenager, and none of her adoptive parents' claims are true",Kelly McLaughlin,2019-11-04T20:22:22Z,"Natalia Grace Barnett and the couple with whom she now lives sat down with Dr. Phil for an interview airing on Thursday. Natalia, who has a rare form of dwarfism that makes it difficult to gauge her age, was thought to be somewhere between 6 and 8 when Michae…"
Jason Kenney's budget cuts are bad news for Alberta's tech sector - The Globe and Mail,,2019-11-01T23:55:23Z,Jason Kenney's budget cuts are bad news for Alberta's tech sector The Globe and Mail A brief explainer of the alienated West: where it comes from and how it will respond National Post Opinion: Take a deep breath. Oil and gas fairies aren't coming back Calgary…
Canadian Therapist Gives Up License After Satanists Expose Her 'Mind Control' Talks,Ed Cara,2019-11-05T18:10:00Z,"Activists with The Satanic Temple say a now-former therapist in Canada has been pushing conspiracies about globe-spanning, mind-controlling cults for years. And after they exposed some of her professional talks to her licensing board, she voluntarily gave up …"
Distressing photos show glaciers that are disappearing or on the brink of collapse around the world,James Pasley,2019-11-01T20:27:20Z,The future of glaciers around the world is shaky. Here are photos showing some of the glaciers that might not be around for much longer.
Textbooks could be free if universities rewarded professors for writing them,James M. Skidmore,2019-11-06T14:46:29Z,Some student organizationshave endorsed the social media campaign #textbookbroke to draw attention to the burdens placed on students by the high cost of learning materials.
What Are the Biggest Challenges Technology Must Overcome in the Next 10 Years?,Daniel Kolitz,2019-11-04T13:00:00Z,"Technology’s fine—I definitely like texting, and some of the shows on Netflix are tolerable—but the field’s got some serious kinks to work out. Some of these are hardware-related: when, for instance, will quantum computing become practical? Others are of more…"
How Canada could have done a better job at Confederation,Sam Juric,2019-11-01T09:00:00Z,"Sen. Murray Sinclair, who is the former chief commissioner of the Truth and Reconciliation Commission, is this year's recipient of the Symons Medal on Friday."
Chile protests: Chileans demand new constitution amid unrest,Sandra Cuffe,2019-11-05T01:50:39Z,"Although it has undergone reforms over the decades, Chile's constitution was written during the Pinochet dictatorship."
Stop Trying to Raise Successful Kids,"Adam Grant, Allison Sweet Grant",2019-11-03T14:00:00Z,And start raising kind ones.
JEFF SOMERS: How common money mistakes can reveal dementia - The Guardian,Jeff Somers,2019-11-03T12:00:36Z,"If your mom drains her retirement savings or your dad stops paying his bills, should you worry?

Yes, says Mary Schulz, director of information, support services and education for the Alzheimer Society of Canada. Odd financial behaviour can"
House-hunting as an Asian immigrant in Vancouver means navigating racism,Joanna Chiu - Star Vancouver,2019-11-03T14:00:00Z,"Hunting for a condo in Vancouver as a young Asian immigrant is a fraught and emotional experience. Why? Because there is a class struggle going on in our city, and it’s led to outright racism, ageism, classism and xenophobia."
Universal Basic Income and Mental Health,Matthew Smith Ph.D.,2019-11-04T16:19:47Z,Want to learn more about how Universal Basic Income might be good for mental health? Read on.
Universal Basic Income and Mental Health,Matthew Smith Ph.D.,2019-11-04T16:19:47Z,Want to learn more about how Universal Basic Income might be good for mental health? Read on.
Quebec's Green Party leader eyeing federal job if Elizabeth May steps down,CBC News,2019-11-03T23:33:45Z,"Alex Tyrrell says members are looking for a young, leftist, bilingual leader at the helm of the federal Green Party ahead of the next election."
Two Plead Guilty to Uber and Lynda.com Hacks,Phil Muncaster,2019-11-01T11:30:00Z,Duo’s extortion attempts worked only with ride-hailing giant
Krispy Kreme nixes Minnesota college student's doughnut resale service - The Detroit News,,2019-11-04T03:36:00Z,A Minnesota college student who drove hundreds of miles to buy Krispy Kreme doughnuts to resell back home has been asked by the company to stop.
Krispy Kreme orders student to halt doughnut resale service - Fox Business,Associated Press,2019-11-04T11:07:35Z,Krispy Kreme orders student to halt doughnut resale service Fox Business View full coverage on Google News
"Watch what you tweet: new election law 'chills speech,' say critics",Evan Dyer,2019-11-03T09:00:00Z,"Section 91 of the Canada Elections Act came into force temporarily during the last election campaign. It bans the spreading of false information about candidates and politicians, even when a person is not aware the information is false."
Women with HIV at increased risk of early onset menopause,,2019-11-06T05:00:00Z,"Thanks to medical advancements, HIV-positive women now have a longer life expectancy, exposing them to numerous midlife health issues such as menopause. A new study demonstrates that women with HIV are more likely to enter the menopause transition at an avera…"
Unnatural Magic Sweepstakes!,Sweepstakes,2019-11-05T19:30:31Z,"A debut novel that Kat Howard (author of An Unkindness of Magicians) calls “brilliant and terrifically fun”, Unnatural Magic brings an enchanting new voice to fantasy - and we want to send you a copy!"
Organic Garage Wins 2019 Organic Retailer of the Year Award,,2019-11-06T12:57:34Z,TORONTO--(BUSINESS WIRE)---- $OG #HealthyFoodForLess--Organic Garage is named 2019 Organic Retailer of the Year by the Canadian Organic Trade Association.
Nigeria remains Canada’s major trading partner – Osinbajo,Hamed Shobiye,2019-11-04T16:21:19Z,Vice President Yemi Osinbajo said on Monday that Nigeria remains a major trading partner with Canada among countries in Africa. He stated this at the Nigeria-Canada Investment Summit 2019 with the theme: Reaching Greater Heights. The Vice President said Niger…
"'Opioidphobia' stigmatizes chronic pain sufferers, expert says",Kas Roussy,2019-11-03T09:00:00Z,"Almost 13,000 people died in 2018, the vast majority from illicit fentanyl use. However, medicinal dependency on opioids has also been a problem for a long time. Many doctors have prescribed them for patients who suffer from chronic pain — an affliction that …"
Postmedia Launches Healthing.ca,,2019-11-06T15:06:11Z,"TORONTO--(BUSINESS WIRE)--Postmedia Network Inc. (“Postmedia”) today announced the launch of healthing.ca, a source of verified healthcare information for consumers, caregivers and practitioners. “Healthcare issues touch the lives of every single Canadian, an…"
The Intersection of Shared Parenting and Family Violence,Edward Kruk Ph.D.,2019-11-03T15:44:43Z,"The goal of the conference will be to develop policies and guidelines for legislators, policymakers and professional practitioners with respect to best practices."
The Intersection of Shared Parenting and Family Violence,Edward Kruk Ph.D.,2019-11-03T15:44:43Z,"The goal of the conference will be to develop policies and guidelines for legislators, policymakers and professional practitioners with respect to best practices."
Women with HIV may transition to menopause earlier - Free Press Journal,Agencies,2019-11-06T15:38:00Z,Women with HIV may transition to menopause earlier Free Press Journal HIV+ women more likely to experience menopause early Gulf News View full coverage on Google News
‘Centre sincere about developing science and technology sector’,"​ Our Correspondent, Inam Ul Haque",2019-11-05T03:31:09Z,"Four-day symposium aimed at building an understanding of disease processes, dvpt of new therapies inaugurated at KU The post ‘Centre sincere about developing science and technology sector’ appeared first on The Express Tribune."
LinkedIn Connections Bring Unexpected Opportunities,JoAnne Funch,2019-11-04T01:17:26Z,LinkedIn connects us to people and ideas that grow our business and enhance our lives with interesting people. My recent…
Daniel Sloss Thinks His HBO Special Is Going To Get Him Canceled,"Andrew Husband, Contributor, Andrew Husband, Contributor https://www.forbes.com/sites/andrewhusband/",2019-11-01T13:58:48Z,"With his first HBO special, Scottish comedian Daniel Sloss wades into comedy's ongoing #MeToo and ""political correctness"" debates with plenty of care and ire."
Studies find nurse-led program improves care of older adults,,2019-11-04T05:00:00Z,"An analysis of research on the Nurses Improving Care for Healthsystem Elders (NICHE) program finds that it improves older adult care, including preventing falls, improving patient safety and quality of care, reducing potentially inappropriate medications, and…"
"Chinese student association at McMaster University loses appeal, remains decertified after report of on-campus talk to consulate",Owen Churchill,2019-11-05T09:30:00Z,A Chinese student association at a Canadian university that was stripped of its club status over concerns it had monitored campus activities for the Chinese government failed on Sunday to reverse the club's decertification.Legal counsel representing the stude…
"Richard Louv's ""Our Wild Calling"" is a Game Changer",Marc Bekoff Ph.D.,2019-11-04T11:57:20Z,"An interview with renowned author Richard Louv about ""how connecting with animals can transform our lives―and save theirs"" because ""we are animals in a world of animals."""
"""Our Wild Calling"" by Richard Louv Is a Game Changer",Marc Bekoff Ph.D.,2019-11-04T11:57:20Z,"An interview with renowned author Richard Louv about ""how connecting with animals can transform our lives―and save theirs"" because ""we are animals in a world of animals."""
"""Our Wild Calling"" by Richard Louv Is a Game Changer",Marc Bekoff Ph.D.,2019-11-04T11:57:20Z,"An interview with renowned author Richard Louv about ""how connecting with animals can transform our lives―and save theirs"" because ""we are animals in a world of animals."""
Chile's middle class takes to streets over crushing debt,CNA,2019-11-01T21:30:00Z,"It is not poverty that is driving Chile's middle class into the streets to join massive protests: it is debt, brought on by sky-high private health and education costs that have created an economic fragility many find unbearable."
Christian Singer TobyMac Pushes November Tour to 2020 After Son’s Death,chrislwillman,2019-11-01T23:19:53Z,"Christian music star TobyMac has postponed a 12-city theater tour he was set to go out on Nov. 7-24, rescheduling the dates for April and May of 2020 — a move anticipated in the wake of the sudden death of the singer’s son, 21-year-old aspiring rapper Truett …"
"Women lag men in receipt of kidney transplants, dialysis",Lisa Rapaport,2019-11-01T19:13:46Z,"(Reuters Health) - More men than women get kidney transplants and dialysis even though more women need these treatments for chronic kidney disease, a European study suggests."
The Price of the American Dream,Steve Russell,2019-11-03T13:00:01Z,There are $1.5 trillion in student loans guaranteed by Uncle Sam! The post The Price of the American Dream appeared first on The Good Men Project.
‘A little help from the vice president',bschreckinger@politico.com (Ben Schreckinger),2019-11-06T10:04:39Z,"How Joe Biden, his younger brother Frank, a lobbyist and an oil heiress got Congress to ban the slaughter of horses for meat."
Attending high school in Canada vs Jamaica,,2019-11-06T06:21:19Z,"Dear Mr Brown,I am thinking of sending my son to attend a high school in Toronto. I would like to know how you would compare the two systems, since I know from your website that you are from Canada and used to teach in Jamaica. How would you compare the educa…"
Brexit Britain's mistakes over Ireland will come back to haunt it in US-UK trade talks ǀ View,,2019-11-01T16:18:15Z,Britain's miscalculations over Ireland in the Brexit process will come back to haunt it in the pro-Ireland halls of power in Washington.
"Brendan Greene: ""I [only] have one woman on my team, and I hate that""",,2019-11-06T12:20:00Z,"At the View Conference, PUBG's creator discussed hiring for diversity, and why education will be the best long-term solution"
"Over years teaching in China, I noticed 3 ways Chinese families think about money — especially when it comes to their kids",Sarah Li Cain,2019-11-04T23:36:49Z,"I spent about eight years teaching and tutoring children in China, many of whom came from wealthy families and were expected to continue their education in English-speaking countries. I found Chinese parents considered education to be paramount and went to gr…"
Head of UN Palestinian refugee agency resigns amid misconduct inquiry,The Associated Press,2019-11-06T19:23:13Z,"The head of the United Nations agency that aids Palestinian refugees resigned on Wednesday, the UN said, amid an investigation into misconduct allegations."
What universities can do to keep students from dropping out,"Lenin Cavalcanti Guerra, Post-Doctoral Fellow, Johnson Shoyama Graduate School of Public Policy, University of Saskatchewan, Ken S. Coates, Canada Research Chair in Regional Innovation, University of Saskatchewan",2019-11-03T13:00:20Z,"Tailored strategies to address students' finances, academic success and socio-emotional connections with an institution or program can help keep students in school."
Elementary teachers vote to strike - Toronto Sun,,2019-11-01T16:17:00Z,Elementary teachers vote to strike Toronto Sun Ont. public elementary teachers vote 98 per cent in favour of strike action CTV News Ontario public school teachers vote in favour of strike action | Power & Politics CBC News Ontario elementary public teachers v…
Top 5 ROE Stocks to Profit as Market Hits Record High Levels,Supriyo Bose,2019-11-05T13:55:01Z,ROE helps investors distinguish profit-generating companies from profit burners and is useful in determining the financial health of a company.
Alnylam Pharmaceuticals Inc (ALNY) Q3 2019 Earnings Call Transcript,newsfeedback@fool.com (Motley Fool Transcribers),2019-11-01T00:00:44Z,"ALNY earnings call for the period ending September 30, 2019."
Instagram champions inclusive design at Design Miami,Sujata Burman,2019-11-05T10:11:23Z,"Social media giant Instagram launched its @design account two years ago. Now, the platform is climbing out of the digital sphere and into the real world for an inaugural Design Miami showcase that aims to grow the reach of its current campaign #designforall. …"
Advance Auto Parts Launches Integrated Training Curriculum to Serve the Full Life Cycle of Automotive Technicians,,2019-11-01T20:23:08Z,"RALEIGH, N.C.--(BUSINESS WIRE)--Advance Auto Parts launches integrated training curriculum to serve the full life cycle of automotive technicians."
‘Bitcoin of the Middle East’ Scam Lands Canadian Expat in Dubai Jail,Cointelegraph By Marie Huillet,2019-11-01T08:49:00Z,A Dubai-based Canadian expat has been arrested for peddling an allegedly fraudulent “Sharia-compliant” cryptocurrency and a host of other get-rich-quick schemes
Vancouver city councillors push for stricter restrictions on vape sales,CBC News,2019-11-04T21:32:11Z,Non-Partisan Association Coun. Lisa Dominato has put forward a motion that would limit the sale and promotion of vape equipment and products in the city.
